,card,fouls_committed,fouls_suffered,goal,goals,league,player,season,shotoff,shoton,team,penalties,non_penalties
206,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y']",51,49,"[u'shot', u'shot', u'volley']",3,1729,46353,2014/2015,10,5,8586,0,3
207,"[u'y', u'y', u'y']",12,26,"[u'shot', u'deflected', u'distance', u'distance', u'shot', u'shot']",6,1729,30892,2014/2015,22,30,8654,0,6
208,"[u'y', u'y']",8,10,[],0,1729,23931,2014/2015,2,0,8654,0,0
209,"[u'y', u'y', u'y', u'y']",17,13,"[u'shot', u'header']",2,1729,361315,2014/2015,5,6,8586,0,2
210,"[u'y', u'y']",28,6,"[u'shot', u'header']",2,1729,34543,2014/2015,6,7,8654,0,2
211,"[u'y', u'y']",20,8,[],0,1729,41365,2014/2015,1,6,8586,0,0
212,[u'y'],11,6,"[u'tap_in', u'header']",2,1729,30960,2014/2015,5,11,8586,0,2
213,"[u'y', u'r', u'y', u'y']",2,8,[],0,1729,169756,2014/2015,0,0,8654,0,0
214,[],1,1,[],0,1729,128827,2014/2015,0,0,8586,0,0
215,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y']",32,31,[u'tap_in'],1,1729,35110,2014/2015,7,1,8654,0,1
216,"[u'y', u'y', u'y', u'y']",30,44,"[u'direct_freekick', u'shot', u'header', u'header', u'shot', u'distance', u'shot', u'shot', u'shot', 'penalty', u'shot', u'header', u'shot', u'shot', u'header', u'shot', u'tap_in', u'deflected', 'penalty', u'shot', u'header']",21,1729,194165,2014/2015,37,50,8586,2,19
217,[],0,2,[],0,1729,23936,2014/2015,2,4,8654,0,0
218,"[u'y', u'y']",6,11,"['penalty', u'shot']",2,1729,166422,2014/2015,4,9,8586,1,1
219,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y']",31,16,[],0,1729,500520,2014/2015,12,8,8586,0,0
220,[],1,1,[],0,1729,40015,2014/2015,1,0,8654,0,0
221,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y']",38,33,"[u'distance', u'shot', u'shot', u'volley', u'shot']",5,1729,32304,2014/2015,17,26,8191,0,5
222,"[u'y', u'y', u'y']",22,11,[u'shot'],1,1729,23688,2014/2015,4,1,9825,0,1
223,"[u'y', u'y', u'y', u'y']",15,11,[u'shot'],1,1729,196386,2014/2015,11,17,9825,0,1
224,[],1,2,[],0,1729,32118,2014/2015,5,3,9825,0,0
225,[u'y'],4,1,[],0,1729,215658,2014/2015,0,0,8191,0,0
226,"[u'y', u'y', u'y']",15,15,"[u'header', u'shot', u'shot', u'shot']",4,1729,113836,2014/2015,23,32,9825,0,4
227,"[u'y', u'y', u'y']",14,7,[],0,1729,78513,2014/2015,5,7,9825,0,0
228,[],2,3,"[u'shot', u'loose_ball', u'shot', u'shot', u'tap_in']",5,1729,31013,2014/2015,5,14,9825,0,5
229,"[u'y', u'y']",9,14,[],0,1729,35606,2014/2015,6,8,9825,0,0
230,[u'y'],12,7,[u'shot'],1,1729,37506,2014/2015,15,8,8586,0,1
231,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y2', u'y']",46,10,[u'volley'],1,1729,56972,2014/2015,7,6,10252,0,1
232,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y']",32,32,[u'shot'],1,1729,160448,2014/2015,22,20,8586,0,1
233,"[u'r', u'y']",44,23,"[u'shot', u'shot', 'penalty', u'shot', u'header', u'shot', u'header', u'deflected', u'shot', u'direct_freekick', u'header', u'shot', u'header']",13,1729,148315,2014/2015,44,30,10252,1,12
234,"[u'y', u'y', u'y']",26,27,"[u'volley', u'volley', u'shot', u'header', u'shot', u'shot', u'distance', u'shot', u'shot', u'tap_in', u'shot']",11,1729,110189,2014/2015,22,25,8586,0,11
235,"[u'y', u'y']",7,6,[],0,1729,183715,2014/2015,0,3,10252,0,0
236,"[u'y', u'y', u'y', u'y', u'y', u'y']",20,20,[],0,1729,37762,2014/2015,6,6,8586,0,0
237,"[u'y', u'y']",9,3,[],0,1729,26108,2014/2015,1,3,8586,0,0
238,[],7,1,[],0,1729,139673,2014/2015,6,0,10252,0,0
239,"[u'y', u'y', u'y', u'y', u'y', u'r', u'y', u'y', u'y', u'y', u'y']",50,21,[u'deflected'],1,1729,115067,2014/2015,13,14,8455,0,1
240,"[u'y', u'y', u'y', u'y', u'y', u'y']",28,11,[u'shot'],1,1729,156727,2014/2015,6,9,10172,0,1
241,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y']",42,28,[],0,1729,35466,2014/2015,5,4,10172,0,0
242,"[u'y', u'y', u'y', u'y']",32,43,"[u'shot', u'deflected', u'distance', u'header', u'shot', u'distance']",6,1729,109638,2014/2015,25,22,10172,0,6
243,"[u'y', u'y', u'y', u'y']",14,27,[],0,1729,245530,2014/2015,3,3,10172,0,0
244,"[u'y', u'y', u'y']",26,56,"[u'distance', u'tap_in']",2,1729,94086,2014/2015,25,28,8455,0,2
245,[u'y'],12,19,"[u'shot', u'distance', u'tap_in']",3,1729,50661,2014/2015,14,21,10172,0,3
246,"[u'y', u'y', u'y', u'y']",15,23,[],0,1729,109298,2014/2015,1,4,10172,0,0
247,[u'y'],19,10,[],0,1729,41167,2014/2015,1,4,8455,0,0
248,"[u'y', u'y', u'y', u'y', u'y', u'y']",17,11,[],0,1729,188540,2014/2015,5,7,8472,0,0
249,"[u'y', u'y']",13,19,[],0,1729,114218,2014/2015,3,1,8472,0,0
250,[u'y'],44,52,"[u'tap_in', u'shot', u'shot', u'tap_in']",4,1729,198510,2014/2015,9,24,9826,0,4
251,[u'y'],17,25,"[u'shot', 'penalty', u'shot', u'shot', u'loose_ball']",5,1729,363340,2014/2015,13,11,9826,1,4
252,[],5,9,[],0,1729,32579,2014/2015,2,3,8472,0,0
253,"[u'y', u'y']",0,10,[],0,1729,103428,2014/2015,0,0,8472,0,0
254,[u'y'],19,33,"[u'distance', u'shot']",2,1729,215384,2014/2015,17,26,8668,0,2
255,[u'y'],6,8,"[u'header', u'header', u'shot']",3,1729,33639,2014/2015,13,11,8668,0,3
256,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y']",28,13,[],0,1729,212866,2014/2015,10,7,8668,0,0
257,"[u'y', u'y', u'y', u'y', u'y', u'y']",30,11,[],0,1729,24948,2014/2015,3,3,10003,0,0
258,"[u'y', u'y', u'y', u'y', u'y']",21,32,"[u'header', u'shot', u'tap_in']",3,1729,77690,2014/2015,3,10,8668,0,3
259,"[u'y', u'y']",20,12,"[u'shot', u'distance', u'header', u'shot']",4,1729,40015,2014/2015,4,8,8667,0,4
260,"[u'y', u'y', u'y', u'y']",39,49,"[u'header', u'tap_in']",2,1729,111930,2014/2015,9,7,8667,0,2
261,"[u'y', u'y']",15,15,"[u'shot', u'header', 'penalty', u'header']",4,1729,105548,2014/2015,20,23,8667,1,3
262,[u'y'],0,3,[],0,1729,95336,2014/2015,0,0,8466,0,0
263,"[u'y', u'y']",17,28,[u'shot'],1,1729,23839,2014/2015,11,18,8667,0,1
264,"[u'y', u'y', u'y', u'y', u'y']",34,75,"[u'shot', u'shot', u'lob', u'shot', u'shot', u'loose_ball', u'loose_ball', u'loose_ball', u'shot', u'loose_ball']",10,1729,303339,2014/2015,24,25,8466,0,10
265,"[u'y', u'y']",14,28,[],0,1729,231801,2014/2015,8,13,8667,0,0
266,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y']",12,6,[],0,1729,357880,2014/2015,6,7,8667,0,0
267,"[u'y', u'y', u'y']",26,24,[u'header'],1,1729,33086,2014/2015,9,3,8659,0,1
268,"[u'y', u'y', u'y', u'y', u'y']",40,30,"[u'shot', u'shot', u'tap_in', u'tap_in', u'shot']",5,1729,286119,2014/2015,22,27,8197,0,5
269,"[u'y', u'y', u'y', u'y', u'y', u'y']",40,12,[u'header'],1,1729,13423,2014/2015,8,4,8197,0,1
270,"[u'y', u'r', u'y']",21,17,[],0,1729,173408,2014/2015,12,13,8197,0,0
271,"[u'y', u'y', u'y']",29,27,"[u'header', u'header']",2,1729,24171,2014/2015,9,16,8659,0,2
272,[u'y'],18,18,"[u'distance', u'shot', u'distance', u'shot', u'shot']",5,1729,30930,2014/2015,12,10,8197,0,5
273,"[u'y', u'y', u'y', u'y', u'y']",34,27,"[u'distance', u'shot', u'volley', u'shot', u'header', u'shot', 'penalty', u'header', u'shot', u'loose_ball']",10,1729,30843,2014/2015,27,33,10260,1,9
274,"[u'y', u'y2', u'y']",11,15,[],0,1729,362694,2014/2015,1,2,10260,0,0
275,"[u'y', u'y', u'y']",24,24,[],0,1729,33991,2014/2015,15,33,8456,0,0
276,[u'y'],12,12,[u'shot'],1,1729,31291,2014/2015,6,2,8456,0,1
277,"[u'y', u'y', u'y', u'y', u'y', u'y']",25,4,[],0,1729,161035,2014/2015,11,6,10260,0,0
278,"[u'y', u'y', u'y', u'y']",25,10,"[u'volley', u'distance']",2,1729,161012,2014/2015,11,15,10260,0,2
279,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y2']",33,14,[u'lob'],1,1729,30509,2014/2015,6,6,8456,0,1
280,[u'y'],0,4,[],0,1729,31432,2014/2015,0,0,8456,0,0
281,[u'y'],6,22,"[u'direct_freekick', u'shot', u'shot']",3,1729,46509,2014/2015,21,29,10260,0,3
282,[u'y'],8,10,[u'header'],1,1729,34944,2014/2015,3,5,10260,0,1
283,[],10,5,[],0,1729,301234,2014/2015,5,4,10261,0,0
284,"[u'y', u'y', u'y', u'y', u'y']",27,24,[u'tap_in'],1,1729,108808,2014/2015,21,33,8650,0,1
285,"[u'y', u'y', u'y2', u'y']",5,7,[u'header'],1,1729,24228,2014/2015,3,0,10261,0,1
286,"[u'y', u'y']",37,19,"[u'distance', u'shot']",2,1729,264840,2014/2015,8,13,10261,0,2
287,[u'y'],17,11,"[u'shot', u'shot', u'shot', 'penalty', u'shot', u'header', u'shot', u'shot', u'shot', u'volley']",10,1729,46700,2014/2015,14,15,10261,1,9
288,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y']",23,18,[u'header'],1,1729,22764,2014/2015,11,10,8650,0,1
289,"[u'y', u'y2', u'y']",9,9,[u'shot'],1,1729,184822,2014/2015,11,6,8650,0,1
290,"[u'y', u'y', u'y', u'y', u'y', u'y']",35,35,"[u'shot', u'shot']",2,1729,314605,2014/2015,6,6,8650,0,2
291,"[u'y', u'y', u'y']",12,8,[],0,1729,23283,2014/2015,7,1,10194,0,0
292,"[u'y', u'y', u'y', u'y']",60,46,[],0,1729,23678,2014/2015,5,11,8654,0,0
293,"[u'y', u'y', u'y', u'y', u'y']",18,36,"[u'shot', u'direct_freekick']",2,1729,155782,2014/2015,6,9,8654,0,2
294,"[u'y', u'y']",14,10,[],0,1729,214685,2014/2015,4,8,8654,0,0
295,"[u'y', u'y', u'y']",10,19,"[u'lob', u'shot', u'tap_in']",3,1729,41232,2014/2015,8,9,8654,0,3
296,"[u'y', u'y']",35,39,"[u'header', u'deflected', u'distance', u'header']",4,1729,195927,2014/2015,23,39,8654,0,4
297,"[u'y', u'y', u'y']",19,35,"[u'tap_in', 'penalty', u'header']",3,1729,106228,2014/2015,19,20,10194,1,2
298,"[u'y', u'y', u'y', u'y', u'y', u'y']",21,22,[u'header'],1,1729,109897,2014/2015,8,7,8654,0,1
299,"[u'y', u'y']",25,12,[u'header'],1,1729,23933,2014/2015,7,17,8654,0,1
300,"[u'y', u'y', u'y', u'y']",15,16,[],0,1729,119541,2014/2015,4,2,10194,0,0
301,"[u'y', u'y', u'y', u'y', u'y']",31,31,"[u'shot', u'header', u'volley', u'shot', u'shot', u'header', u'header', u'header']",8,1729,33881,2014/2015,11,27,10194,0,8
302,"[u'y', u'y', u'y', u'y', u'y', u'y']",20,13,[],0,1729,34437,2014/2015,8,2,8191,0,0
303,"[u'y', u'y', u'y']",5,5,[],0,1729,33138,2014/2015,1,1,8191,0,0
304,"[u'y', u'y', u'y', u'y', u'y2', u'y']",70,47,"[u'header', u'deflected', u'shot', u'shot', u'header']",5,1729,107280,2014/2015,33,21,8191,0,5
305,"[u'y', u'y', u'y']",16,10,[u'shot'],1,1729,32148,2014/2015,6,7,8191,0,1
306,"[u'y', u'y', u'y', u'y']",15,18,"[u'shot', u'shot']",2,1729,79574,2014/2015,8,6,8455,0,2
307,"[u'y', u'r']",17,15,[],0,1729,72541,2014/2015,2,4,8455,0,0
308,"[u'y', u'y', u'y2', u'y']",27,19,[u'deflected'],1,1729,307021,2014/2015,8,6,8650,0,1
309,[u'y'],0,7,[],0,1729,170323,2014/2015,0,0,8455,0,0
310,"[u'y', u'y', u'y', u'y', u'y', u'y']",45,29,"[u'header', u'tap_in']",2,1729,28901,2014/2015,12,10,9826,0,2
311,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y2']",13,11,[],0,1729,23030,2014/2015,10,6,9826,0,0
312,"[u'y', u'y', u'y', u'y']",36,23,[],0,1729,35327,2014/2015,1,6,10260,0,0
313,"[u'y', u'y']",9,7,[],0,1729,575780,2014/2015,2,3,10260,0,0
314,"[u'y', u'y2', u'y', u'y', u'y']",21,5,[],0,1729,156551,2014/2015,5,7,8456,0,0
315,[u'y'],4,3,[],0,1729,26111,2014/2015,2,0,8456,0,0
316,[u'y'],5,10,"[u'shot', u'shot', u'header', u'shot', u'shot', u'shot']",6,1729,30631,2014/2015,8,18,8456,0,6
317,"[u'y', u'y', u'y']",10,8,[u'header'],1,1729,160599,2014/2015,5,11,8466,0,1
318,[],9,7,"[u'shot', u'tap_in']",2,1729,46008,2014/2015,1,0,8466,0,2
319,[],0,0,[],0,1729,210797,2014/2015,1,0,8197,0,0
320,"[u'y', u'y', u'y2', u'y', u'y', u'y', u'y', u'y']",22,18,[],0,1729,113908,2014/2015,2,3,8472,0,0
321,"[u'y', u'y']",14,37,"[u'shot', u'shot', 'penalty', u'shot']",4,1729,24159,2014/2015,14,11,8472,1,3
322,[],4,3,[],0,1729,24156,2014/2015,5,4,8668,0,0
323,"[u'y', u'y']",10,15,[],0,1729,28108,2014/2015,2,8,10003,0,0
324,[u'r'],1,13,[],0,1729,30973,2014/2015,0,0,10003,0,0
325,[u'y'],5,3,[],0,1729,212702,2014/2015,1,1,10003,0,0
326,[u'y'],8,14,[],0,1729,313668,2014/2015,0,2,10003,0,0
327,[u'y'],9,4,[],0,1729,23882,2014/2015,0,0,10003,0,0
328,"[u'y', u'y', u'y']",16,15,[],0,1729,173382,2014/2015,2,3,10194,0,0
329,"[u'y', u'y', u'r']",14,6,[],0,1729,95509,2014/2015,10,3,8586,0,0
330,[u'y'],37,19,[u'tap_in'],1,1729,41008,2014/2015,5,6,8586,0,1
331,"[u'y', u'y', u'y']",1,4,[],0,1729,46518,2014/2015,1,0,10194,0,0
332,"[u'y', u'r', u'y', u'y']",15,9,[u'header'],1,1729,30929,2014/2015,4,4,10261,0,1
333,[],10,19,[],0,1729,240236,2014/2015,4,3,10261,0,0
334,[],3,0,[],0,1729,25643,2014/2015,0,1,8659,0,0
335,"[u'y', u'y', u'y', u'y', u'y', u'y']",28,30,"[u'distance', u'shot', u'tap_in']",3,1729,160713,2014/2015,9,10,10252,0,3
336,"[u'y', u'y']",27,17,"[u'volley', u'header', u'shot', u'volley', u'shot', u'shot', u'header', u'header', u'header', u'header']",10,1729,192899,2014/2015,25,25,8654,0,10
337,"[u'y', u'y']",26,17,"[u'header', u'header', u'shot', u'shot', u'loose_ball']",5,1729,47382,2014/2015,15,20,8654,0,5
338,"[u'y', u'y', u'y']",2,4,[u'shot'],1,1729,532741,2014/2015,4,3,10260,0,1
339,"[u'y', u'y', u'y', u'y', u'y', u'y']",20,35,[u'header'],1,1729,257847,2014/2015,3,3,10252,0,1
340,[],1,0,[],0,1729,112012,2014/2015,0,0,8466,0,0
341,"[u'r', u'y', u'y', u'y', u'y', u'y']",27,15,[],0,1729,113968,2014/2015,5,2,8659,0,0
342,"[u'y', u'y']",9,4,[],0,1729,43247,2014/2015,2,3,8659,0,0
343,"[u'y', u'y', u'y', u'y']",24,39,"[u'shot', u'shot', u'shot', u'shot', u'shot']",5,1729,37234,2014/2015,15,16,8650,0,5
344,[],20,16,"[u'shot', u'volley']",2,1729,24006,2014/2015,8,18,8668,0,2
345,[u'y'],11,5,"[u'deflected', u'volley']",2,1729,18506,2014/2015,1,10,8654,0,2
346,[],0,5,[],0,1729,23538,2014/2015,4,1,8654,0,0
347,[u'y'],8,2,[],0,1729,26163,2014/2015,1,0,8667,0,0
348,"[u'y', u'y', u'y']",8,9,[],0,1729,276121,2014/2015,1,0,8586,0,0
349,"[u'r', u'y']",15,16,[u'distance'],1,1729,190872,2014/2015,7,9,8667,0,1
350,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y']",23,12,[u'header'],1,1729,24531,2014/2015,2,7,8667,0,1
351,"[u'y', u'y', u'y', u'y', u'y', u'y', u'r', u'y']",34,36,[u'shot'],1,1729,131583,2014/2015,5,7,8667,0,1
352,"[u'y', u'y']",6,9,[],0,1729,165704,2014/2015,1,3,10003,0,0
353,"[u'y', u'y', u'y']",8,17,[],0,1729,24890,2014/2015,6,9,10261,0,0
354,"[u'y', u'y', u'y', u'y2', u'y', u'y', u'y', u'y', u'y2']",17,18,[u'loose_ball'],1,1729,24899,2014/2015,6,4,10261,0,1
355,[u'y'],0,7,[],0,1729,24229,2014/2015,0,0,10261,0,0
356,"[u'y', u'y', u'y', u'y2']",23,17,[],0,1729,24209,2014/2015,4,2,10172,0,0
357,[u'y'],0,7,[],0,1729,36374,2014/2015,0,0,10172,0,0
358,[u'y'],7,3,[],0,1729,519835,2014/2015,3,3,10261,0,0
359,"[u'y', u'y']",24,10,"[u'loose_ball', u'direct_freekick']",2,1729,38820,2014/2015,15,20,10172,0,2
360,[u'y'],2,4,[],0,1729,23922,2014/2015,0,1,8191,0,0
361,[u'y'],0,4,[],0,1729,24155,2014/2015,0,0,8191,0,0
362,"[u'y', u'y', u'y', u'y', u'y', u'y2', u'y', u'y', u'y', u'y']",18,18,[u'header'],1,1729,161414,2014/2015,5,9,10252,0,1
363,[],4,6,[u'shot'],1,1729,30630,2014/2015,4,1,10252,0,1
364,[],5,37,[],0,1729,312765,2014/2015,2,12,10252,0,0
365,[],3,3,[],0,1729,37475,2014/2015,0,1,8650,0,0
366,"[u'y', u'y']",22,27,"[u'header', u'shot', u'loose_ball', u'shot']",4,1729,22543,2014/2015,14,19,10260,0,4
367,"[u'y', u'y', u'y']",16,12,"[u'shot', u'shot']",2,1729,139671,2014/2015,7,4,8197,0,2
368,"[u'y', u'y', u'y', u'y2']",11,8,[],0,1729,177837,2014/2015,1,0,8586,0,0
369,[u'y'],2,3,[],0,1729,114076,2014/2015,0,1,8659,0,0
370,"[u'y', u'y', u'y', u'y', u'y']",25,15,[],0,1729,38373,2014/2015,4,6,10261,0,0
371,[],0,1,[],0,1729,23979,2014/2015,0,0,10261,0,0
372,[u'y'],5,6,[],0,1729,290410,2014/2015,8,3,8191,0,0
373,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y']",29,35,"[u'header', u'header']",2,1729,240538,2014/2015,11,6,8191,0,2
374,[u'y'],7,4,[],0,1729,95434,2014/2015,1,5,10194,0,0
375,[u'y'],8,6,[],0,1729,180162,2014/2015,0,0,10003,0,0
376,"[u'y', u'y']",1,7,[],0,1729,69650,2014/2015,0,0,10252,0,0
377,"[u'y', u'y']",2,2,[],0,1729,24147,2014/2015,0,0,8659,0,0
378,[u'y'],6,6,[u'shot'],1,1729,40187,2014/2015,4,3,8659,0,1
379,"[u'y', u'y']",24,20,"[u'header', u'header', u'shot', u'header']",4,1729,115160,2014/2015,13,12,8659,0,4
380,[],9,8,"[u'shot', u'shot', u'shot', u'tap_in', u'shot', u'shot', u'shot']",7,1729,39987,2014/2015,12,11,8455,0,7
381,"[u'y', u'y', u'y']",8,3,[],0,1729,114971,2014/2015,4,3,8586,0,0
382,"[u'y', u'y', u'y']",1,6,[],0,1729,31465,2014/2015,0,0,8668,0,0
383,[],2,1,[],0,1729,24105,2014/2015,3,1,8667,0,0
384,[u'y'],11,6,[],0,1729,165526,2014/2015,2,2,8472,0,0
385,[u'y'],2,2,[],0,1729,191616,2014/2015,0,0,8456,0,0
386,"[u'y', u'y', u'y']",8,8,[],0,1729,50189,2014/2015,3,5,8472,0,0
387,"[u'y', u'y', u'y', u'y']",17,7,[],0,1729,49571,2014/2015,0,1,8197,0,0
388,"[u'y', u'r', u'y']",10,16,[u'header'],1,1729,32441,2014/2015,5,0,8659,0,1
389,[],10,12,"[u'shot', u'shot']",2,1729,280260,2014/2015,10,5,8650,0,2
390,[],1,3,[],0,1729,585352,2014/2015,0,4,8456,0,0
391,[u'y'],13,3,[],0,1729,32345,2014/2015,2,1,8455,0,0
392,[u'y'],8,9,[],0,1729,43248,2014/2015,0,1,10260,0,0
393,"[u'y', u'y', u'y', u'y', u'y']",18,5,"[u'distance', u'shot']",2,1729,427438,2014/2015,0,4,9825,0,2
394,[],0,1,[],0,1729,268375,2014/2015,0,0,9825,0,0
395,[u'y'],1,0,[],0,1729,604589,2014/2015,0,0,8466,0,0
396,[],1,0,[],0,1729,193501,2014/2015,0,0,8191,0,0
397,"[u'y', u'y', u'y']",12,7,[],0,1729,35480,2014/2015,1,0,8667,0,0
398,[u'y'],0,1,[],0,1729,22998,2014/2015,0,0,9826,0,0
399,[u'y'],3,1,[],0,1729,161415,2014/2015,1,1,9826,0,0
400,[u'y'],19,18,"[u'distance', u'header', u'header']",3,1729,127133,2014/2015,21,14,10172,0,3
401,[],3,1,[],0,1729,30831,2014/2015,0,0,8650,0,0
402,"[u'y', u'y', u'y']",17,11,[],0,1729,159833,2014/2015,2,6,8586,0,0
403,"[u'y', u'y', u'y', u'y']",6,6,[],0,1729,192920,2014/2015,1,1,8586,0,0
404,[],3,1,[],0,1729,148832,2014/2015,1,0,8667,0,0
405,[],15,22,[],0,1729,155050,2014/2015,6,4,10003,0,0
406,[],0,1,[],0,1729,35442,2014/2015,0,0,8650,0,0
407,"[u'y', u'y', u'y', u'y', u'y']",27,16,[],0,1729,159594,2014/2015,3,2,9825,0,0
408,[u'y'],9,5,[],0,1729,94043,2014/2015,1,2,8650,0,0
409,[],0,1,[],0,1729,23954,2014/2015,0,0,9826,0,0
410,[],0,1,[],0,1729,289159,2014/2015,0,0,10261,0,0
411,"[u'y', u'y', u'y', u'y']",20,7,[u'header'],1,1729,23311,2014/2015,2,1,10172,0,1
412,[],9,11,[],0,1729,502420,2014/2015,2,2,8466,0,0
413,"[u'y', u'y']",5,1,[u'direct_freekick'],1,1729,38880,2014/2015,3,6,8191,0,1
414,[],0,2,[],0,1729,45571,2014/2015,0,0,8197,0,0
415,[u'y'],8,11,"[u'deflected', u'deflected']",2,1729,31435,2014/2015,4,5,9825,0,2
416,[u'y'],7,1,[],0,1729,215245,2014/2015,0,0,8466,0,0
417,"[u'y', u'y', u'y2']",5,6,[],0,1729,11736,2014/2015,1,0,8668,0,0
418,[],0,3,[],0,1729,26295,2014/2015,0,0,8586,0,0
419,"[u'y', u'y']",6,11,[],0,1729,38994,2014/2015,1,1,10260,0,0
420,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y']",18,15,[],0,1729,22964,2014/2015,2,3,8472,0,0
421,"[u'y', u'y']",4,7,[],0,1729,167634,2014/2015,2,8,8472,0,0
422,"[u'y', u'y']",10,5,[u'volley'],1,1729,30922,2014/2015,4,10,8668,0,1
423,"[u'y', u'y', u'y']",13,4,[],0,1729,23358,2014/2015,0,0,9826,0,0
424,[],1,4,[],0,1729,538112,2014/2015,0,0,8466,0,0
425,[],2,0,[u'shot'],1,1729,103899,2014/2015,0,3,10261,0,1
426,[],0,1,[],0,1729,23949,2014/2015,1,0,10252,0,0
427,[],1,0,[],0,1729,23464,2014/2015,0,0,8197,0,0
428,[],2,0,[],0,1729,148909,2014/2015,0,0,9826,0,0
429,[],0,2,[],0,1729,281480,2014/2015,2,0,9826,0,0
430,"[u'y', u'y2', u'y', u'y', u'y']",30,27,"[u'tap_in', u'deflected', u'header', 'penalty', u'tap_in', u'header', u'loose_ball']",7,1729,35523,2014/2015,10,17,9826,1,6
431,[],0,3,[],0,1729,242094,2014/2015,0,0,9825,0,0
432,[],1,2,[],0,1729,25550,2014/2015,0,1,10194,0,0
433,[],1,2,[],0,1729,192303,2014/2015,0,0,8659,0,0
434,[u'y'],3,2,[],0,1729,160713,2014/2015,1,0,10260,0,0
435,[],1,0,[],0,1729,290410,2014/2015,0,1,10260,0,0
436,[u'y'],0,1,[],0,1729,186054,2014/2015,0,0,8668,0,0
437,[u'y'],4,1,[],0,1729,255610,2014/2015,0,0,8667,0,0
438,"[u'y', u'y', u'y']",6,5,[],0,1729,193859,2014/2015,2,1,8668,0,0
439,[],0,1,[],0,1729,172323,2014/2015,0,0,8191,0,0
440,[],2,0,[],0,1729,292462,2014/2015,1,1,8455,0,0
441,"[u'y', u'y', u'y', u'y']",10,9,[],0,1729,200962,2014/2015,1,0,10194,0,0
442,[],10,21,"[u'shot', u'volley', u'direct_freekick', u'shot']",4,1729,36378,2014/2015,11,13,9825,0,4
443,[],3,11,[],0,1729,47394,2014/2015,5,4,10172,0,0
444,[u'y'],3,6,[],0,1729,131409,2014/2015,4,2,9826,0,0
445,[u'y'],10,11,[u'header'],1,1729,263653,2014/2015,3,0,8668,0,1
446,[],2,0,[],0,1729,494435,2014/2015,1,1,8197,0,0
447,"[u'y', u'y']",16,16,"[u'shot', u'deflected']",2,1729,26675,2014/2015,4,5,8466,0,2
448,[],4,10,[u'tap_in'],1,1729,38759,2014/2015,2,7,8472,0,1
449,[],0,0,[],0,1729,438258,2014/2015,1,0,8472,0,0
450,[u'y'],1,1,[],0,1729,520351,2014/2015,0,0,8654,0,0
451,[],4,8,[u'header'],1,1729,156556,2014/2015,3,5,10003,0,1
452,[],2,1,[],0,1729,111865,2014/2015,2,0,8667,0,0
453,[u'y'],14,4,[],0,1729,192921,2014/2015,5,4,9826,0,0
454,[],4,1,[],0,1729,46898,2014/2015,4,4,8191,0,0
455,[],1,5,"[u'shot', u'shot']",2,1729,173461,2014/2015,11,10,8197,0,2
456,[u'y'],8,17,"[u'tap_in', u'shot', u'volley', u'shot']",4,1729,30348,2014/2015,14,17,8472,0,4
457,[u'y'],3,8,[],0,1729,358289,2014/2015,2,0,10252,0,0
458,[],1,1,[],0,1729,413158,2014/2015,0,2,9825,0,0
459,"[u'y', u'y']",5,1,[],0,1729,149917,2014/2015,3,3,9826,0,0
460,[],1,0,[],0,1729,259809,2014/2015,0,0,10003,0,0
461,[u'y'],7,10,[],0,1729,111800,2014/2015,0,1,10003,0,0
462,[u'y'],4,11,[],0,1729,172841,2014/2015,1,3,8659,0,0
463,"[u'y', u'y']",5,9,[],0,1729,155066,2014/2015,6,4,8455,0,0
464,"[u'y', u'y']",12,16,[u'header'],1,1729,24148,2014/2015,5,3,8659,0,1
465,[],3,15,[],0,1729,280653,2014/2015,5,3,8650,0,0
466,"[u'y', u'y']",11,19,"[u'loose_ball', u'shot']",2,1729,30895,2014/2015,2,4,8668,0,2
467,"[u'y', u'y', u'y']",32,29,"[u'loose_ball', u'header', u'backheel', u'tap_in', u'shot']",5,1729,101969,2014/2015,17,12,8667,0,5
468,[],4,10,[u'distance'],1,1729,39968,2014/2015,5,2,10261,0,1
469,[u'y'],1,2,[],0,1729,18506,2014/2015,3,2,10172,0,0
470,[u'y'],14,26,[u'deflected'],1,1729,46008,2014/2015,1,2,10003,0,1
471,"[u'y', u'y']",11,7,[u'header'],1,1729,38899,2014/2015,8,5,8197,0,1
472,[],2,1,[],0,1729,23818,2014/2015,0,2,8197,0,0
